design,rank,dedup_module,benchmark,parallel_cpus,instance_count,module_ir_size,boundary_signal_count,boundary_to_interior_ratio,edge_count_within,fraction_design_covered,original_ir_size,median_throughput_hz,baseline_throughput_hz,relative_speedup
boom21-2small,1,TilePRCIDomain,memcpy,64,2,75979,11159,0.06183196378405634,22707,0.8419985260953162,180473,10158.5604,10436.601,0.973359
boom21-2small,1,TilePRCIDomain,multiply,32,2,75979,11159,0.06183196378405634,22707,0.8419985260953162,180473,14861.8524,15576.8321,0.9541
boom21-2small,1,TilePRCIDomain,multiply,48,2,75979,11159,0.06183196378405634,22707,0.8419985260953162,180473,11830.7666,11910.788,0.993282
boom21-2small,1,TilePRCIDomain,multiply,64,2,75979,11159,0.06183196378405634,22707,0.8419985260953162,180473,8782.7853,9261.0894,0.948353
boom21-2small,1,TilePRCIDomain,qsort,32,2,75979,11159,0.06183196378405634,22707,0.8419985260953162,180473,13341.545,13760.2707,0.96957
boom21-2small,1,TilePRCIDomain,qsort,48,2,75979,11159,0.06183196378405634,22707,0.8419985260953162,180473,10254.3426,10451.5387,0.981132
boom21-2small,1,TilePRCIDomain,qsort,64,2,75979,11159,0.06183196378405634,22707,0.8419985260953162,180473,7736.965,8503.7914,0.909825
boom21-2small,1,TilePRCIDomain,vvadd,32,2,75979,11159,0.06183196378405634,22707,0.8419985260953162,180473,17409.7676,18118.5971,0.960878
boom21-2small,1,TilePRCIDomain,vvadd,48,2,75979,11159,0.06183196378405634,22707,0.8419985260953162,180473,12613.7786,14361.0617,0.878332
boom21-2small,1,TilePRCIDomain,vvadd,64,2,75979,11159,0.06183196378405634,22707,0.8419985260953162,180473,10065.3684,10085.2128,0.998032
boom21-2small,ml,FPUExeUnit,memcpy,32,2,5779,553,0.0030641702636959546,998,0.06404282080976102,180473,18419.5074,18728.2888,0.983513
boom21-2small,ml,FPUExeUnit,memcpy,48,2,5779,553,0.0030641702636959546,998,0.06404282080976102,180473,13700.1224,14169.2359,0.966892
boom21-2small,ml,FPUExeUnit,memcpy,64,2,5779,553,0.0030641702636959546,998,0.06404282080976102,180473,10203.3676,10436.601,0.977652
boom21-2small,ml,FPUExeUnit,multiply,32,2,5779,553,0.0030641702636959546,998,0.06404282080976102,180473,15092.5785,15576.8321,0.968912
boom21-2small,ml,FPUExeUnit,multiply,48,2,5779,553,0.0030641702636959546,998,0.06404282080976102,180473,11586.6739,11910.788,0.972788
boom21-2small,ml,FPUExeUnit,multiply,64,2,5779,553,0.0030641702636959546,998,0.06404282080976102,180473,8713.7396,9261.0894,0.940898
boom21-2small,ml,FPUExeUnit,qsort,32,2,5779,553,0.0030641702636959546,998,0.06404282080976102,180473,13815.4588,13760.2707,1.004011
boom21-2small,ml,FPUExeUnit,qsort,48,2,5779,553,0.0030641702636959546,998,0.06404282080976102,180473,9998.2214,10451.5387,0.956627
boom21-2small,ml,FPUExeUnit,qsort,64,2,5779,553,0.0030641702636959546,998,0.06404282080976102,180473,7581.1993,8503.7914,0.891508
boom21-2small,ml,FPUExeUnit,vvadd,32,2,5779,553,0.0030641702636959546,998,0.06404282080976102,180473,18015.6016,18118.5971,0.994315
boom21-2small,ml,FPUExeUnit,vvadd,48,2,5779,553,0.0030641702636959546,998,0.06404282080976102,180473,13700.7072,14361.0617,0.954018
boom21-2small,ml,FPUExeUnit,vvadd,64,2,5779,553,0.0030641702636959546,998,0.06404282080976102,180473,9970.3747,10085.2128,0.988613
boom21-4large,1,TilePRCIDomain,memcpy,32,4,186956,23933,0.03163987155267121,60015,0.9886372499897543,756419,4250.7498,2767.8533,1.535757
boom21-4large,1,TilePRCIDomain,memcpy,48,4,186956,23933,0.03163987155267121,60015,0.9886372499897543,756419,2734.3517,1839.3646,1.486574
boom21-4large,1,TilePRCIDomain,memcpy,64,4,186956,23933,0.03163987155267121,60015,0.9886372499897543,756419,1696.4343,1103.7163,1.53702
boom21-4large,1,TilePRCIDomain,qsort,32,4,186956,23933,0.03163987155267121,60015,0.9886372499897543,756419,2453.9485,1311.6434,1.870896
boom21-4large,1,TilePRCIDomain,qsort,48,4,186956,23933,0.03163987155267121,60015,0.9886372499897543,756419,1319.5357,776.7808,1.698723
boom21-4large,1,TilePRCIDomain,qsort,64,4,186956,23933,0.03163987155267121,60015,0.9886372499897543,756419,750.6158,473.1464,1.586435
boom21-4large,1,TilePRCIDomain,vvadd,32,4,186956,23933,0.03163987155267121,60015,0.9886372499897543,756419,3698.864,2330.6418,1.587058
boom21-4large,1,TilePRCIDomain,vvadd,48,4,186956,23933,0.03163987155267121,60015,0.9886372499897543,756419,2560.065,1352.947,1.892214
boom21-4large,1,TilePRCIDomain,vvadd,64,4,186956,23933,0.03163987155267121,60015,0.9886372499897543,756419,1448.0038,846.9323,1.709704
boom21-4large,ml,IssueUnitCollapsing_2,memcpy,32,4,12288,172,2.273872020665795E-4,2016,0.06497985904637509,756419,3027.4684,2767.8533,1.093797
boom21-4large,ml,IssueUnitCollapsing_2,memcpy,48,4,12288,172,2.273872020665795E-4,2016,0.06497985904637509,756419,2291.8535,1839.3646,1.246003
boom21-4large,ml,IssueUnitCollapsing_2,memcpy,64,4,12288,172,2.273872020665795E-4,2016,0.06497985904637509,756419,1428.6682,1103.7163,1.294416
boom21-4large,ml,IssueUnitCollapsing_2,qsort,32,4,12288,172,2.273872020665795E-4,2016,0.06497985904637509,756419,1289.8893,1311.6434,0.983415
boom21-4large,ml,IssueUnitCollapsing_2,qsort,48,4,12288,172,2.273872020665795E-4,2016,0.06497985904637509,756419,751.2061,776.7808,0.967076
boom21-4large,ml,IssueUnitCollapsing_2,qsort,64,4,12288,172,2.273872020665795E-4,2016,0.06497985904637509,756419,566.8482,473.1464,1.19804
boom21-4large,ml,IssueUnitCollapsing_2,vvadd,32,4,12288,172,2.273872020665795E-4,2016,0.06497985904637509,756419,2405.9256,2330.6418,1.032302
boom21-4large,ml,IssueUnitCollapsing_2,vvadd,48,4,12288,172,2.273872020665795E-4,2016,0.06497985904637509,756419,1506.6016,1352.947,1.11357
boom21-4large,ml,IssueUnitCollapsing_2,vvadd,64,4,12288,172,2.273872020665795E-4,2016,0.06497985904637509,756419,941.3903,846.9323,1.11153
boom21-4small,1,TilePRCIDomain,memcpy,32,4,75979,10474,0.0316851451303072,22441,0.9193834797997368,330565,11561.3399,10038.4882,1.151701
boom21-4small,1,TilePRCIDomain,memcpy,48,4,75979,10474,0.0316851451303072,22441,0.9193834797997368,330565,9278.1155,8089.1424,1.146984
boom21-4small,1,TilePRCIDomain,memcpy,64,4,75979,10474,0.0316851451303072,22441,0.9193834797997368,330565,6782.6519,5777.0469,1.174069
boom21-4small,1,TilePRCIDomain,multiply,32,4,75979,10474,0.0316851451303072,22441,0.9193834797997368,330565,9522.7072,8237.6462,1.155999
boom21-4small,1,TilePRCIDomain,multiply,48,4,75979,10474,0.0316851451303072,22441,0.9193834797997368,330565,7667.6239,6087.1184,1.259648
boom21-4small,1,TilePRCIDomain,multiply,64,4,75979,10474,0.0316851451303072,22441,0.9193834797997368,330565,5640.1689,4544.8964,1.24099
boom21-4small,1,TilePRCIDomain,qsort,32,4,75979,10474,0.0316851451303072,22441,0.9193834797997368,330565,8560.9035,7143.272,1.198457
boom21-4small,1,TilePRCIDomain,qsort,48,4,75979,10474,0.0316851451303072,22441,0.9193834797997368,330565,6692.3642,5723.4175,1.169295
boom21-4small,1,TilePRCIDomain,qsort,64,4,75979,10474,0.0316851451303072,22441,0.9193834797997368,330565,4931.5443,3839.2668,1.284502
boom21-4small,1,TilePRCIDomain,vvadd,32,4,75979,10474,0.0316851451303072,22441,0.9193834797997368,330565,11352.6046,10115.982,1.122244
boom21-4small,1,TilePRCIDomain,vvadd,48,4,75979,10474,0.0316851451303072,22441,0.9193834797997368,330565,8821.5713,7717.0956,1.143121
boom21-4small,1,TilePRCIDomain,vvadd,64,4,75979,10474,0.0316851451303072,22441,0.9193834797997368,330565,6659.3435,5719.0929,1.164406
boom21-4small,ml,BoomNonBlockingDCache,memcpy,32,4,5701,1121,0.0033911636138127146,1506,0.06898491975859514,330565,10087.5567,10038.4882,1.004888
boom21-4small,ml,BoomNonBlockingDCache,memcpy,48,4,5701,1121,0.0033911636138127146,1506,0.06898491975859514,330565,7435.4995,8089.1424,0.919195
boom21-4small,ml,BoomNonBlockingDCache,memcpy,64,4,5701,1121,0.0033911636138127146,1506,0.06898491975859514,330565,5458.3241,5777.0469,0.944829
boom21-4small,ml,BoomNonBlockingDCache,multiply,32,4,5701,1121,0.0033911636138127146,1506,0.06898491975859514,330565,7959.0513,8237.6462,0.96618
boom21-4small,ml,BoomNonBlockingDCache,multiply,48,4,5701,1121,0.0033911636138127146,1506,0.06898491975859514,330565,5739.8813,6087.1184,0.942955
boom21-4small,ml,BoomNonBlockingDCache,multiply,64,4,5701,1121,0.0033911636138127146,1506,0.06898491975859514,330565,4226.4247,4544.8964,0.929928
boom21-4small,ml,BoomNonBlockingDCache,qsort,32,4,5701,1121,0.0033911636138127146,1506,0.06898491975859514,330565,7193.0426,7143.272,1.006967
boom21-4small,ml,BoomNonBlockingDCache,qsort,48,4,5701,1121,0.0033911636138127146,1506,0.06898491975859514,330565,5183.9718,5723.4175,0.905748
boom21-4small,ml,BoomNonBlockingDCache,qsort,64,4,5701,1121,0.0033911636138127146,1506,0.06898491975859514,330565,3632.5785,3839.2668,0.946165
boom21-4small,ml,BoomNonBlockingDCache,vvadd,32,4,5701,1121,0.0033911636138127146,1506,0.06898491975859514,330565,9587.1628,10115.982,0.947724
boom21-4small,ml,BoomNonBlockingDCache,vvadd,48,4,5701,1121,0.0033911636138127146,1506,0.06898491975859514,330565,7734.1066,7717.0956,1.002204
boom21-4small,ml,BoomNonBlockingDCache,vvadd,64,4,5701,1121,0.0033911636138127146,1506,0.06898491975859514,330565,5285.6062,5719.0929,0.924204
boom21-6small,1,TilePRCIDomain,memcpy,32,6,75979,10909,0.022901420396098635,22539,0.9570228363416509,476346,8684.3065,6623.4799,1.31114
boom21-6small,1,TilePRCIDomain,memcpy,48,6,75979,10909,0.022901420396098635,22539,0.9570228363416509,476346,6755.7402,5108.7871,1.322377
boom21-6small,1,TilePRCIDomain,memcpy,64,6,75979,10909,0.022901420396098635,22539,0.9570228363416509,476346,4759.6611,3625.526,1.312819
boom21-6small,1,TilePRCIDomain,multiply,32,6,75979,10909,0.022901420396098635,22539,0.9570228363416509,476346,7469.7461,5609.0182,1.331739
boom21-6small,1,TilePRCIDomain,multiply,48,6,75979,10909,0.022901420396098635,22539,0.9570228363416509,476346,5835.8715,4019.8741,1.451755
boom21-6small,1,TilePRCIDomain,multiply,64,6,75979,10909,0.022901420396098635,22539,0.9570228363416509,476346,4120.1565,2768.2065,1.488385
boom21-6small,1,TilePRCIDomain,qsort,32,6,75979,10909,0.022901420396098635,22539,0.9570228363416509,476346,6519.982,4444.2921,1.467046
boom21-6small,1,TilePRCIDomain,qsort,48,6,75979,10909,0.022901420396098635,22539,0.9570228363416509,476346,4919.1643,3245.8074,1.515544
boom21-6small,1,TilePRCIDomain,qsort,64,6,75979,10909,0.022901420396098635,22539,0.9570228363416509,476346,3473.9806,2322.5977,1.495731
boom21-6small,1,TilePRCIDomain,vvadd,32,6,75979,10909,0.022901420396098635,22539,0.9570228363416509,476346,8386.0131,6841.4705,1.225762
boom21-6small,1,TilePRCIDomain,vvadd,48,6,75979,10909,0.022901420396098635,22539,0.9570228363416509,476346,6397.8996,4914.1923,1.301923
boom21-6small,1,TilePRCIDomain,vvadd,64,6,75979,10909,0.022901420396098635,22539,0.9570228363416509,476346,4777.245,3295.6327,1.449568
boom21-6small,ml,BoomCore,memcpy,32,6,31873,4780,0.010034722659579382,9032,0.40146868032900457,476346,7202.5778,6623.4799,1.087431
boom21-6small,ml,BoomCore,memcpy,48,6,31873,4780,0.010034722659579382,9032,0.40146868032900457,476346,5156.6736,5108.7871,1.009373
boom21-6small,ml,BoomCore,memcpy,64,6,31873,4780,0.010034722659579382,9032,0.40146868032900457,476346,3636.1907,3625.526,1.002942
boom21-6small,ml,BoomCore,multiply,32,6,31873,4780,0.010034722659579382,9032,0.40146868032900457,476346,5943.1816,5609.0182,1.059576
boom21-6small,ml,BoomCore,multiply,48,6,31873,4780,0.010034722659579382,9032,0.40146868032900457,476346,4244.4307,4019.8741,1.055862
boom21-6small,ml,BoomCore,multiply,64,6,31873,4780,0.010034722659579382,9032,0.40146868032900457,476346,2906.3477,2768.2065,1.049903
boom21-6small,ml,BoomCore,qsort,32,6,31873,4780,0.010034722659579382,9032,0.40146868032900457,476346,5493.197,4444.2921,1.236012
boom21-6small,ml,BoomCore,qsort,48,6,31873,4780,0.010034722659579382,9032,0.40146868032900457,476346,3862.4741,3245.8074,1.189989
boom21-6small,ml,BoomCore,qsort,64,6,31873,4780,0.010034722659579382,9032,0.40146868032900457,476346,2491.1343,2322.5977,1.072564
boom21-6small,ml,BoomCore,vvadd,32,6,31873,4780,0.010034722659579382,9032,0.40146868032900457,476346,6688.3867,6841.4705,0.977624
boom21-6small,ml,BoomCore,vvadd,48,6,31873,4780,0.010034722659579382,9032,0.40146868032900457,476346,4778.2463,4914.1923,0.972336
boom21-6small,ml,BoomCore,vvadd,64,6,31873,4780,0.010034722659579382,9032,0.40146868032900457,476346,3389.9277,3295.6327,1.028612
boom21-8small,1,TilePRCIDomain,memcpy,32,8,75979,11085,0.017637175378916854,22078,0.967112276492358,628502,7021.4828,4257.073,1.649369
boom21-8small,1,TilePRCIDomain,memcpy,48,8,75979,11085,0.017637175378916854,22078,0.967112276492358,628502,5318.102,2965.3129,1.793437
boom21-8small,1,TilePRCIDomain,memcpy,64,8,75979,11085,0.017637175378916854,22078,0.967112276492358,628502,3751.3664,2042.9551,1.836245
boom21-8small,1,TilePRCIDomain,multiply,32,8,75979,11085,0.017637175378916854,22078,0.967112276492358,628502,5966.2678,3393.9529,1.757911
boom21-8small,1,TilePRCIDomain,multiply,48,8,75979,11085,0.017637175378916854,22078,0.967112276492358,628502,4437.5213,2211.3064,2.006742
boom21-8small,1,TilePRCIDomain,multiply,64,8,75979,11085,0.017637175378916854,22078,0.967112276492358,628502,3171.9676,1531.7712,2.070784
boom21-8small,1,TilePRCIDomain,qsort,32,8,75979,11085,0.017637175378916854,22078,0.967112276492358,628502,5179.5584,2668.4665,1.941024
boom21-8small,1,TilePRCIDomain,qsort,48,8,75979,11085,0.017637175378916854,22078,0.967112276492358,628502,3814.6632,1880.2958,2.028757
boom21-8small,1,TilePRCIDomain,qsort,64,8,75979,11085,0.017637175378916854,22078,0.967112276492358,628502,2582.4178,1247.7976,2.069581
boom21-8small,1,TilePRCIDomain,vvadd,32,8,75979,11085,0.017637175378916854,22078,0.967112276492358,628502,6646.7745,4311.4557,1.541654
boom21-8small,1,TilePRCIDomain,vvadd,48,8,75979,11085,0.017637175378916854,22078,0.967112276492358,628502,4923.7582,2853.1487,1.725728
boom21-8small,1,TilePRCIDomain,vvadd,64,8,75979,11085,0.017637175378916854,22078,0.967112276492358,628502,3652.5847,1941.2484,1.881565
boom21-8small,ml,BoomCore,memcpy,32,8,31873,4813,0.007657891303448517,9253,0.405701175175258,628502,5136.0913,4257.073,1.206484
boom21-8small,ml,BoomCore,memcpy,48,8,31873,4813,0.007657891303448517,9253,0.405701175175258,628502,3305.4551,2965.3129,1.114707
boom21-8small,ml,BoomCore,memcpy,64,8,31873,4813,0.007657891303448517,9253,0.405701175175258,628502,2207.62,2042.9551,1.080601
boom21-8small,ml,BoomCore,multiply,32,8,31873,4813,0.007657891303448517,9253,0.405701175175258,628502,4073.1967,3393.9529,1.200134
boom21-8small,ml,BoomCore,multiply,48,8,31873,4813,0.007657891303448517,9253,0.405701175175258,628502,2810.6458,2211.3064,1.271034
boom21-8small,ml,BoomCore,multiply,64,8,31873,4813,0.007657891303448517,9253,0.405701175175258,628502,1735.5617,1531.7712,1.133042
boom21-8small,ml,BoomCore,qsort,32,8,31873,4813,0.007657891303448517,9253,0.405701175175258,628502,3539.8143,2668.4665,1.326535
boom21-8small,ml,BoomCore,qsort,48,8,31873,4813,0.007657891303448517,9253,0.405701175175258,628502,2259.7577,1880.2958,1.20181
boom21-8small,ml,BoomCore,qsort,64,8,31873,4813,0.007657891303448517,9253,0.405701175175258,628502,1527.9117,1247.7976,1.224487
boom21-8small,ml,BoomCore,vvadd,32,8,31873,4813,0.007657891303448517,9253,0.405701175175258,628502,4893.0852,4311.4557,1.134903
boom21-8small,ml,BoomCore,vvadd,48,8,31873,4813,0.007657891303448517,9253,0.405701175175258,628502,3317.8184,2853.1487,1.162862
boom21-8small,ml,BoomCore,vvadd,64,8,31873,4813,0.007657891303448517,9253,0.405701175175258,628502,2158.2768,1941.2484,1.111798
boom21-large,1,ComposedBranchPredictorBank,memcpy,32,2,13789,2055,0.009589002743714653,3651,0.12868395020251228,214308,13040.1244,12849.4323,1.014841
boom21-large,1,ComposedBranchPredictorBank,memcpy,48,2,13789,2055,0.009589002743714653,3651,0.12868395020251228,214308,9644.3519,9711.5924,0.993076
boom21-large,1,ComposedBranchPredictorBank,memcpy,64,2,13789,2055,0.009589002743714653,3651,0.12868395020251228,214308,6593.6976,6520.6237,1.011207
boom21-large,1,ComposedBranchPredictorBank,multiply,32,2,13789,2055,0.009589002743714653,3651,0.12868395020251228,214308,11843.9682,11734.204,1.009354
boom21-large,1,ComposedBranchPredictorBank,multiply,48,2,13789,2055,0.009589002743714653,3651,0.12868395020251228,214308,9344.6262,8706.968,1.073235
boom21-large,1,ComposedBranchPredictorBank,multiply,64,2,13789,2055,0.009589002743714653,3651,0.12868395020251228,214308,5938.1163,6064.9785,0.979083
boom21-large,1,ComposedBranchPredictorBank,qsort,32,2,13789,2055,0.009589002743714653,3651,0.12868395020251228,214308,9491.0579,9006.2307,1.053832
boom21-large,1,ComposedBranchPredictorBank,qsort,48,2,13789,2055,0.009589002743714653,3651,0.12868395020251228,214308,6789.8219,6673.0403,1.017501
boom21-large,1,ComposedBranchPredictorBank,qsort,64,2,13789,2055,0.009589002743714653,3651,0.12868395020251228,214308,4465.5156,4346.851,1.027299
boom21-large,1,ComposedBranchPredictorBank,vvadd,32,2,13789,2055,0.009589002743714653,3651,0.12868395020251228,214308,13262.9876,12891.0685,1.028851
boom21-large,1,ComposedBranchPredictorBank,vvadd,48,2,13789,2055,0.009589002743714653,3651,0.12868395020251228,214308,9837.1437,9508.4598,1.034568
boom21-large,1,ComposedBranchPredictorBank,vvadd,64,2,13789,2055,0.009589002743714653,3651,0.12868395020251228,214308,6773.6172,6334.1561,1.06938
boom21-large,ml,AsyncResetSynchronizerShiftReg_w1_d3_i0,memcpy,32,10,9,0,0.0,0,4.199563245422476E-4,214308,12175.9872,12849.4323,0.94759
boom21-large,ml,AsyncResetSynchronizerShiftReg_w1_d3_i0,memcpy,48,10,9,0,0.0,0,4.199563245422476E-4,214308,9139.8641,9711.5924,0.941129
boom21-large,ml,AsyncResetSynchronizerShiftReg_w1_d3_i0,memcpy,64,10,9,0,0.0,0,4.199563245422476E-4,214308,6170.2367,6520.6237,0.946265
boom21-large,ml,AsyncResetSynchronizerShiftReg_w1_d3_i0,multiply,32,10,9,0,0.0,0,4.199563245422476E-4,214308,11277.6903,11734.204,0.961095
boom21-large,ml,AsyncResetSynchronizerShiftReg_w1_d3_i0,multiply,48,10,9,0,0.0,0,4.199563245422476E-4,214308,8455.3466,8706.968,0.971101
boom21-large,ml,AsyncResetSynchronizerShiftReg_w1_d3_i0,multiply,64,10,9,0,0.0,0,4.199563245422476E-4,214308,5806.8976,6064.9785,0.957447
boom21-large,ml,AsyncResetSynchronizerShiftReg_w1_d3_i0,qsort,32,10,9,0,0.0,0,4.199563245422476E-4,214308,9145.3097,9006.2307,1.015443
boom21-large,ml,AsyncResetSynchronizerShiftReg_w1_d3_i0,qsort,48,10,9,0,0.0,0,4.199563245422476E-4,214308,6281.31,6673.0403,0.941297
boom21-large,ml,AsyncResetSynchronizerShiftReg_w1_d3_i0,qsort,64,10,9,0,0.0,0,4.199563245422476E-4,214308,4048.7244,4346.851,0.931415
boom21-large,ml,AsyncResetSynchronizerShiftReg_w1_d3_i0,vvadd,32,10,9,0,0.0,0,4.199563245422476E-4,214308,12588.9759,12891.0685,0.976566
boom21-large,ml,AsyncResetSynchronizerShiftReg_w1_d3_i0,vvadd,48,10,9,0,0.0,0,4.199563245422476E-4,214308,8794.8356,9508.4598,0.924948
boom21-large,ml,AsyncResetSynchronizerShiftReg_w1_d3_i0,vvadd,64,10,9,0,0.0,0,4.199563245422476E-4,214308,6099.0165,6334.1561,0.962878
boom21-mega,1,ComposedBranchPredictorBank,memcpy,32,2,13789,1860,0.005885926938558518,3567,0.08726994253310043,316008,8988.5825,8740.2877,1.028408
boom21-mega,1,ComposedBranchPredictorBank,memcpy,48,2,13789,1860,0.005885926938558518,3567,0.08726994253310043,316008,5986.8758,5958.4147,1.004777
boom21-mega,1,ComposedBranchPredictorBank,memcpy,64,2,13789,1860,0.005885926938558518,3567,0.08726994253310043,316008,3811.0348,3770.6496,1.01071
boom21-mega,1,ComposedBranchPredictorBank,qsort,32,2,13789,1860,0.005885926938558518,3567,0.08726994253310043,316008,5307.9201,4905.9464,1.081936
boom21-mega,1,ComposedBranchPredictorBank,qsort,48,2,13789,1860,0.005885926938558518,3567,0.08726994253310043,316008,3491.7445,3447.3029,1.012892
boom21-mega,1,ComposedBranchPredictorBank,qsort,64,2,13789,1860,0.005885926938558518,3567,0.08726994253310043,316008,2180.5092,2134.8876,1.02137
boom21-mega,1,ComposedBranchPredictorBank,vvadd,32,2,13789,1860,0.005885926938558518,3567,0.08726994253310043,316008,8469.957,7772.6365,1.089715
boom21-mega,1,ComposedBranchPredictorBank,vvadd,48,2,13789,1860,0.005885926938558518,3567,0.08726994253310043,316008,5420.1021,5499.3532,0.985589
boom21-mega,1,ComposedBranchPredictorBank,vvadd,64,2,13789,1860,0.005885926938558518,3567,0.08726994253310043,316008,3492.5843,3372.7691,1.035524
boom21-mega,ml,MulAddRecFNPipe_1,memcpy,32,2,677,4,1.26579073947495E-5,11,0.004284701653122705,316008,8562.9851,8740.2877,0.979714
boom21-mega,ml,MulAddRecFNPipe_1,memcpy,48,2,677,4,1.26579073947495E-5,11,0.004284701653122705,316008,5931.5052,5958.4147,0.995484
boom21-mega,ml,MulAddRecFNPipe_1,memcpy,64,2,677,4,1.26579073947495E-5,11,0.004284701653122705,316008,3610.332,3770.6496,0.957483
boom21-mega,ml,MulAddRecFNPipe_1,qsort,32,2,677,4,1.26579073947495E-5,11,0.004284701653122705,316008,5519.5575,4905.9464,1.125075
boom21-mega,ml,MulAddRecFNPipe_1,qsort,48,2,677,4,1.26579073947495E-5,11,0.004284701653122705,316008,3015.0984,3447.3029,0.874625
boom21-mega,ml,MulAddRecFNPipe_1,qsort,64,2,677,4,1.26579073947495E-5,11,0.004284701653122705,316008,2305.0633,2134.8876,1.079712
boom21-mega,ml,MulAddRecFNPipe_1,vvadd,32,2,677,4,1.26579073947495E-5,11,0.004284701653122705,316008,8159.4886,7772.6365,1.049771
boom21-mega,ml,MulAddRecFNPipe_1,vvadd,48,2,677,4,1.26579073947495E-5,11,0.004284701653122705,316008,5292.4809,5499.3532,0.962382
boom21-mega,ml,MulAddRecFNPipe_1,vvadd,64,2,677,4,1.26579073947495E-5,11,0.004284701653122705,316008,3391.6933,3372.7691,1.005611
boom21-small,1,BoomMSHR,memcpy,32,2,1064,294,0.0027376340882002384,403,0.019815256257449343,107392,30363.011,30555.2202,0.993709
boom21-small,1,BoomMSHR,memcpy,48,2,1064,294,0.0027376340882002384,403,0.019815256257449343,107392,24448.3524,23934.263,1.021479
boom21-small,1,BoomMSHR,memcpy,64,2,1064,294,0.0027376340882002384,403,0.019815256257449343,107392,16962.5106,16932.3644,1.00178
boom21-small,1,BoomMSHR,multiply,32,2,1064,294,0.0027376340882002384,403,0.019815256257449343,107392,26920.4716,26418.654,1.018995
boom21-small,1,BoomMSHR,multiply,48,2,1064,294,0.0027376340882002384,403,0.019815256257449343,107392,20905.6072,20341.323,1.027741
boom21-small,1,BoomMSHR,multiply,64,2,1064,294,0.0027376340882002384,403,0.019815256257449343,107392,14074.4185,14163.6801,0.993698
boom21-small,1,BoomMSHR,qsort,32,2,1064,294,0.0027376340882002384,403,0.019815256257449343,107392,23350.6077,22187.3509,1.052429
boom21-small,1,BoomMSHR,qsort,48,2,1064,294,0.0027376340882002384,403,0.019815256257449343,107392,18100.6838,17559.0076,1.030849
