rank_chosen,cpu,benchmark,cycle_count,wall_time_s
1,boom21-small,qsort,1287415,65.14
1,boom21-small,qsort,1287415,65.05
1,boom21-small,qsort,1287415,65.37
1,boom21-small,qsort,1287415,71.25
1,boom21-small,qsort,1287415,69.97
1,boom21-small,qsort,1287415,70.02
1,boom21-small,qsort,1287415,81.78
1,boom21-small,qsort,1287415,72.03
1,boom21-small,qsort,1287415,68.77
1,boom21-small,qsort,1287415,71.89
1,boom21-small,qsort,1287415,66.82
1,boom21-small,qsort,1287415,66.15
1,boom21-small,qsort,1287415,70.43
1,boom21-small,qsort,1287415,65.52
1,boom21-small,qsort,1287415,69.28
1,boom21-small,qsort,1287415,66.99
1,boom21-small,qsort,1287415,85.5
1,boom21-small,qsort,1287415,70.03
1,boom21-small,qsort,1287415,69.2
1,boom21-small,qsort,1287415,61.32
1,boom21-small,qsort,1287415,60.94
1,boom21-small,qsort,1287415,62.14
1,boom21-small,qsort,1287415,62.65
1,boom21-small,qsort,1287415,63.44
1,boom21-small,qsort,1287415,63.05
1,boom21-small,qsort,1287415,61.68
1,boom21-small,qsort,1287415,64.56
1,boom21-small,qsort,1287415,65.23
1,boom21-small,qsort,1287415,66.69
1,boom21-small,qsort,1287415,63.95
1,boom21-small,qsort,1287415,62.73
1,boom21-small,qsort,1287415,63.94
1,boom21-small,qsort,1287415,64.53
1,boom21-small,qsort,1287415,64.77
1,rocket21-1c,memcpy,6554527,89.28
1,rocket21-1c,memcpy,6554527,89.32
1,rocket21-1c,memcpy,6554527,88.69
1,rocket21-1c,memcpy,6554527,88.31
1,rocket21-1c,memcpy,6554527,90.06
1,rocket21-1c,memcpy,6554527,89.18
1,rocket21-1c,memcpy,6554527,88.87
1,rocket21-1c,memcpy,6554527,89.07
1,rocket21-1c,memcpy,6554527,88.37
1,rocket21-1c,memcpy,6554527,88.59
1,rocket21-1c,memcpy,6554527,88.07
1,rocket21-1c,memcpy,6554527,88.52
1,rocket21-1c,memcpy,6554527,88.67
1,rocket21-1c,memcpy,6554527,90.88
1,rocket21-1c,memcpy,6554527,88.82
1,rocket21-1c,memcpy,6554527,89.93
1,rocket21-1c,memcpy,6554527,91.63
1,rocket21-1c,memcpy,6554527,94.85
1,rocket21-1c,memcpy,6554527,89.95
1,rocket21-1c,memcpy,6554527,89.2
1,rocket21-1c,memcpy,6554527,90.0
1,rocket21-1c,memcpy,6554527,93.26
1,rocket21-1c,memcpy,6554527,91.75
1,rocket21-1c,memcpy,6554527,90.4
1,rocket21-1c,memcpy,6554527,89.88
1,rocket21-1c,memcpy,6554527,103.83
1,rocket21-1c,memcpy,6554527,89.65
1,rocket21-1c,memcpy,6554527,93.05
1,rocket21-1c,memcpy,6554527,84.31
1,rocket21-1c,memcpy,6554527,89.69
1,rocket21-1c,memcpy,6554527,84.52
1,rocket21-1c,memcpy,6554527,85.73
1,rocket21-1c,memcpy,6554527,87.55
1,rocket21-1c,memcpy,6554527,88.94
1,rocket21-1c,memcpy,6554527,84.19
1,rocket21-1c,memcpy,6554527,87.81
1,rocket21-1c,memcpy,6554527,87.57
1,rocket21-1c,memcpy,6554527,88.75
1,rocket21-1c,memcpy,6554527,88.68
1,rocket21-1c,memcpy,6554527,87.71
1,rocket21-1c,memcpy,6554527,87.41
1,rocket21-1c,memcpy,6554527,88.55
1,rocket21-1c,memcpy,6554527,88.19
1,rocket21-1c,qsort,793459,11.17
1,rocket21-1c,qsort,793459,10.98
1,rocket21-1c,qsort,793459,11.02
1,rocket21-1c,qsort,793459,11.07
1,rocket21-1c,qsort,793459,11.05
1,rocket21-1c,qsort,793459,11.35
1,rocket21-1c,qsort,793459,11.0
1,rocket21-1c,qsort,793459,11.05
1,rocket21-1c,qsort,793459,11.24
1,rocket21-1c,qsort,793459,11.37
1,rocket21-1c,qsort,793459,11.19
1,rocket21-1c,qsort,793459,11.11
1,rocket21-1c,qsort,793459,11.57
1,rocket21-1c,qsort,793459,11.36
1,rocket21-1c,qsort,793459,11.49
1,rocket21-1c,qsort,793459,12.33
1,rocket21-1c,qsort,793459,14.92
1,rocket21-1c,qsort,793459,11.21
1,rocket21-1c,qsort,793459,11.7
1,rocket21-1c,qsort,793459,11.41
1,rocket21-1c,qsort,793459,11.09
1,rocket21-1c,qsort,793459,15.53
1,rocket21-1c,qsort,793459,11.78
1,rocket21-1c,qsort,793459,11.18
1,rocket21-1c,qsort,793459,11.23
1,rocket21-1c,qsort,793459,11.33
1,rocket21-1c,qsort,793459,11.19
1,rocket21-1c,qsort,793459,11.35
1,rocket21-1c,qsort,793459,10.96
1,rocket21-1c,qsort,793459,11.08
1,rocket21-1c,qsort,793459,10.34
1,rocket21-1c,qsort,793459,10.6
1,rocket21-1c,qsort,793459,10.97
1,rocket21-1c,qsort,793459,10.64
1,rocket21-1c,qsort,793459,10.87
1,rocket21-1c,qsort,793459,10.98
1,rocket21-1c,qsort,793459,11.01
1,rocket21-1c,qsort,793459,10.99
1,rocket21-1c,qsort,793459,11.02
1,rocket21-1c,qsort,793459,10.9
1,rocket21-1c,qsort,793459,11.06
1,rocket21-1c,qsort,793459,11.05
1,rocket21-1c,qsort,793459,10.87
1,rocket21-2c,memcpy,4660831,100.99
1,rocket21-2c,memcpy,4660831,101.06
1,rocket21-2c,memcpy,4660831,107.53
1,rocket21-2c,memcpy,4660831,101.77
1,rocket21-2c,memcpy,4660831,104.45
1,rocket21-2c,memcpy,4660831,106.31
1,rocket21-2c,memcpy,4660831,102.84
1,rocket21-2c,memcpy,4660831,103.24
1,rocket21-2c,memcpy,4660831,104.43
1,rocket21-2c,memcpy,4660831,102.04
1,rocket21-2c,memcpy,4660831,102.07
1,rocket21-2c,memcpy,4660831,101.56
1,rocket21-2c,memcpy,4660831,104.05
1,rocket21-2c,memcpy,4660831,105.15
1,rocket21-2c,memcpy,4660831,106.25
1,rocket21-2c,memcpy,4660831,106.21
1,rocket21-2c,memcpy,4660831,107.25
1,rocket21-2c,memcpy,4660831,108.39
1,rocket21-2c,memcpy,4660831,106.21
1,rocket21-2c,memcpy,4660831,105.22
1,rocket21-2c,memcpy,4660831,106.73
1,rocket21-2c,memcpy,4660831,106.66
1,rocket21-2c,memcpy,4660831,104.41
1,rocket21-2c,memcpy,4660831,105.3
1,rocket21-2c,memcpy,4660831,104.09
1,rocket21-2c,memcpy,4660831,106.46
1,rocket21-2c,memcpy,4660831,105.25
1,rocket21-2c,memcpy,4660831,103.98
1,rocket21-2c,memcpy,4660831,96.4
1,rocket21-2c,memcpy,4660831,101.35
1,rocket21-2c,memcpy,4660831,111.07
1,rocket21-2c,memcpy,4660831,98.9
1,rocket21-2c,memcpy,4660831,99.09
1,rocket21-2c,memcpy,4660831,99.16
1,rocket21-2c,memcpy,4660831,101.77
1,rocket21-2c,memcpy,4660831,102.41
1,rocket21-2c,memcpy,4660831,101.34
1,rocket21-2c,memcpy,4660831,100.18
1,rocket21-2c,memcpy,4660831,100.94
1,rocket21-2c,memcpy,4660831,102.9
1,rocket21-2c,memcpy,4660831,101.03
1,rocket21-2c,memcpy,4660831,99.39
1,rocket21-2c,memcpy,4660831,103.3
1,rocket21-2c,qsort,794619,16.22
1,rocket21-2c,qsort,794619,16.35
1,rocket21-2c,qsort,794619,16.21
1,rocket21-2c,qsort,794619,16.32
1,rocket21-2c,qsort,794619,16.1
1,rocket21-2c,qsort,794619,15.85
1,rocket21-2c,qsort,794619,16.39
1,rocket21-2c,qsort,794619,16.16
1,rocket21-2c,qsort,794619,16.09
1,rocket21-2c,qsort,794619,17.09
1,rocket21-2c,qsort,794619,16.3
1,rocket21-2c,qsort,794619,16.09
1,rocket21-2c,qsort,794619,17.65
1,rocket21-2c,qsort,794619,17.03
1,rocket21-2c,qsort,794619,17.48
1,rocket21-2c,qsort,794619,16.87
1,rocket21-2c,qsort,794619,16.62
1,rocket21-2c,qsort,794619,17.19
1,rocket21-2c,qsort,794619,16.23
1,rocket21-2c,qsort,794619,16.55
1,rocket21-2c,qsort,794619,16.12
1,rocket21-2c,qsort,794619,16.75
1,rocket21-2c,qsort,794619,16.57
1,rocket21-2c,qsort,794619,16.72
1,rocket21-2c,qsort,794619,16.81
1,rocket21-2c,qsort,794619,16.46
1,rocket21-2c,qsort,794619,16.92
1,rocket21-2c,qsort,794619,16.7
1,rocket21-2c,qsort,794619,16.06
1,rocket21-2c,qsort,794619,15.79
1,rocket21-2c,qsort,794619,15.71
1,rocket21-2c,qsort,794619,15.71
1,rocket21-2c,qsort,794619,15.85
1,rocket21-2c,qsort,794619,15.62
1,rocket21-2c,qsort,794619,15.61
1,rocket21-2c,qsort,794619,15.79
1,rocket21-2c,qsort,794619,15.98
1,rocket21-2c,qsort,794619,16.95
1,rocket21-2c,qsort,794619,15.88
1,rocket21-2c,qsort,794619,16.15
1,rocket21-2c,qsort,794619,15.79
1,rocket21-2c,qsort,794619,16.02
1,rocket21-2c,qsort,794619,15.65
10,boom21-2large,qsort,1039419,641.98
10,boom21-2large,qsort,1039419,380.87
10,boom21-2large,qsort,1039419,504.47
10,boom21-2large,qsort,1039419,451.19
10,boom21-2large,qsort,1039419,478.67
10,boom21-2large,qsort,1039419,399.51
10,boom21-2large,qsort,1039419,330.64
10,boom21-2large,qsort,1039419,465.26
10,boom21-2large,qsort,1039419,425.49
10,boom21-2large,qsort,1039419,391.31
10,boom21-2large,qsort,1039419,466.0
10,boom21-2large,qsort,1039419,528.29
10,boom21-2large,qsort,1039419,608.08
10,boom21-2large,qsort,1039419,495.89
10,boom21-2large,qsort,1039419,571.02
10,boom21-2large,qsort,1039419,503.31
10,boom21-2large,qsort,1039419,508.29
10,boom21-2large,qsort,1039419,581.62
10,boom21-2large,qsort,1039419,621.17
10,boom21-2large,qsort,1039419,594.03
10,boom21-2large,qsort,1039419,629.02
10,boom21-2large,qsort,1039419,464.97
10,boom21-2large,qsort,1039419,670.49
10,boom21-2large,qsort,1039419,586.23
10,boom21-2large,qsort,1039419,550.11
10,boom21-2large,qsort,1039419,529.77
10,boom21-2large,qsort,1039419,537.64
10,boom21-2large,qsort,1039419,406.33
10,boom21-2large,qsort,1039419,207.98
10,boom21-2large,qsort,1039419,207.32
10,boom21-2large,qsort,1039419,211.61
10,boom21-2large,qsort,1039419,297.55
10,boom21-2large,qsort,1039419,211.32
10,boom21-2large,qsort,1039419,254.45
10,boom21-2large,qsort,1039419,265.9
10,boom21-2large,qsort,1039419,307.26
10,boom21-2large,qsort,1039419,335.08
10,boom21-2large,qsort,1039419,425.84
10,boom21-2large,qsort,1039419,307.47
10,boom21-2large,qsort,1039419,414.33
10,boom21-2large,qsort,1039419,410.51
10,boom21-2large,qsort,1039419,348.72
10,boom21-2large,qsort,1039419,323.44
10,boom21-2small,memcpy,5477091,596.02
10,boom21-2small,memcpy,5477091,590.93
10,boom21-2small,memcpy,5477091,746.76
10,boom21-2small,memcpy,5477091,590.31
10,boom21-2small,memcpy,5477091,899.1
10,boom21-2small,memcpy,5477091,933.5
10,boom21-2small,memcpy,5477091,1127.7
10,boom21-2small,memcpy,5477091,1008.23
10,boom21-2small,memcpy,5477091,637.55
10,boom21-2small,memcpy,5477091,974.56
10,boom21-2small,memcpy,5477091,590.55
10,boom21-2small,memcpy,5477091,900.3
10,boom21-2small,memcpy,5477091,1030.24
10,boom21-2small,memcpy,5477091,1030.21
10,boom21-2small,memcpy,5477091,646.5
10,boom21-2small,memcpy,5477091,979.48
10,boom21-2small,memcpy,5477091,1060.74
10,boom21-2small,memcpy,5477091,1070.03
10,boom21-2small,memcpy,5477091,1018.07
10,boom21-2small,memcpy,5477091,1116.31
10,boom21-2small,memcpy,5477091,781.2
10,boom21-2small,memcpy,5477091,1092.95
10,boom21-2small,memcpy,5477091,681.16
10,boom21-2small,memcpy,5477091,1042.35
10,boom21-2small,memcpy,5477091,1179.47
10,boom21-2small,memcpy,5477091,938.91
10,boom21-2small,memcpy,5477091,1071.9
10,boom21-2small,memcpy,5477091,1079.68
10,boom21-2small,memcpy,5477091,498.97
10,boom21-2small,memcpy,5477091,504.07
10,boom21-2small,memcpy,5477091,500.44
10,boom21-2small,memcpy,5477091,513.56
10,boom21-2small,memcpy,5477091,507.05
10,boom21-2small,memcpy,5477091,532.79
10,boom21-2small,memcpy,5477091,524.81
10,boom21-2small,memcpy,5477091,735.5
10,boom21-2small,memcpy,5477091,551.86
10,boom21-2small,memcpy,5477091,856.05
10,boom21-2small,memcpy,5477091,561.54
10,boom21-2small,memcpy,5477091,538.63
10,boom21-2small,memcpy,5477091,537.12
10,boom21-2small,memcpy,5477091,723.49
10,boom21-2small,memcpy,5477091,832.48
10,boom21-2small,qsort,1292019,115.12
10,boom21-2small,qsort,1292019,112.86
10,boom21-2small,qsort,1292019,192.38
10,boom21-2small,qsort,1292019,182.04
10,boom21-2small,qsort,1292019,190.6
10,boom21-2small,qsort,1292019,186.12
10,boom21-2small,qsort,1292019,165.49
10,boom21-2small,qsort,1292019,123.88
10,boom21-2small,qsort,1292019,189.32
10,boom21-2small,qsort,1292019,180.98
10,boom21-2small,qsort,1292019,170.37
10,boom21-2small,qsort,1292019,177.24
10,boom21-2small,qsort,1292019,125.98
10,boom21-2small,qsort,1292019,194.71
10,boom21-2small,qsort,1292019,218.02
10,boom21-2small,qsort,1292019,194.55
10,boom21-2small,qsort,1292019,224.87
10,boom21-2small,qsort,1292019,201.51
10,boom21-2small,qsort,1292019,227.11
10,boom21-2small,qsort,1292019,190.82
10,boom21-2small,qsort,1292019,192.59
10,boom21-2small,qsort,1292019,262.05
10,boom21-2small,qsort,1292019,158.64
10,boom21-2small,qsort,1292019,213.24
10,boom21-2small,qsort,1292019,190.51
10,boom21-2small,qsort,1292019,230.62
10,boom21-2small,qsort,1292019,205.25
10,boom21-2small,qsort,1292019,153.14
10,boom21-2small,qsort,1292019,103.34
10,boom21-2small,qsort,1292019,107.1
10,boom21-2small,qsort,1292019,103.49
10,boom21-2small,qsort,1292019,104.78
10,boom21-2small,qsort,1292019,108.49
10,boom21-2small,qsort,1292019,105.51
10,boom21-2small,qsort,1292019,168.7
10,boom21-2small,qsort,1292019,151.44
10,boom21-2small,qsort,1292019,110.82
10,boom21-2small,qsort,1292019,150.99
10,boom21-2small,qsort,1292019,108.25
10,boom21-2small,qsort,1292019,155.03
10,boom21-2small,qsort,1292019,173.66
10,boom21-2small,qsort,1292019,171.22
10,boom21-2small,qsort,1292019,112.1
10,boom21-large,qsort,1035715,167.99
10,boom21-large,qsort,1035715,155.27
10,boom21-large,qsort,1035715,271.38
10,boom21-large,qsort,1035715,265.36
10,boom21-large,qsort,1035715,244.06
10,boom21-large,qsort,1035715,253.95
10,boom21-large,qsort,1035715,224.34
10,boom21-large,qsort,1035715,265.05
10,boom21-large,qsort,1035715,146.7
10,boom21-large,qsort,1035715,218.91
10,boom21-large,qsort,1035715,258.16
10,boom21-large,qsort,1035715,270.44
10,boom21-large,qsort,1035715,329.37
10,boom21-large,qsort,1035715,283.07
10,boom21-large,qsort,1035715,321.72
10,boom21-large,qsort,1035715,327.96
10,boom21-large,qsort,1035715,292.0
10,boom21-large,qsort,1035715,306.79
10,boom21-large,qsort,1035715,184.86
10,boom21-large,qsort,1035715,251.97
10,boom21-large,qsort,1035715,172.07
10,boom21-large,qsort,1035715,418.07
10,boom21-large,qsort,1035715,332.33
10,boom21-large,qsort,1035715,359.34
10,boom21-large,qsort,1035715,297.91
10,boom21-large,qsort,1035715,326.02
10,boom21-large,qsort,1035715,313.65
10,boom21-large,qsort,1035715,356.89
10,boom21-large,qsort,1035715,118.37
10,boom21-large,qsort,1035715,120.13
10,boom21-large,qsort,1035715,124.39
10,boom21-large,qsort,1035715,123.68
10,boom21-large,qsort,1035715,127.5
10,boom21-large,qsort,1035715,128.3
10,boom21-large,qsort,1035715,153.32
10,boom21-large,qsort,1035715,230.84
10,boom21-large,qsort,1035715,146.06
10,boom21-large,qsort,1035715,157.72
10,boom21-large,qsort,1035715,164.34
10,boom21-large,qsort,1035715,157.66
10,boom21-large,qsort,1035715,145.78
10,boom21-large,qsort,1035715,144.18
10,boom21-large,qsort,1035715,194.34
10,boom21-small,memcpy,7942319,349.51
10,boom21-small,memcpy,7942319,502.14
10,boom21-small,memcpy,7942319,355.12
10,boom21-small,memcpy,7942319,476.19
10,boom21-small,memcpy,7942319,372.41
10,boom21-small,memcpy,7942319,374.99
10,boom21-small,memcpy,7942319,632.62
10,boom21-small,memcpy,7942319,638.31
10,boom21-small,memcpy,7942319,623.21
10,boom21-small,memcpy,7942319,501.58
10,boom21-small,memcpy,7942319,517.83
10,boom21-small,memcpy,7942319,515.09
10,boom21-small,memcpy,7942319,687.67
10,boom21-small,memcpy,7942319,563.95
10,boom21-small,memcpy,7942319,400.35
10,boom21-small,memcpy,7942319,663.14
10,boom21-small,memcpy,7942319,699.51
10,boom21-small,memcpy,7942319,428.36
10,boom21-small,memcpy,7942319,657.81
10,boom21-small,memcpy,7942319,375.1
10,boom21-small,memcpy,7942319,665.03
10,boom21-small,memcpy,7942319,599.19
10,boom21-small,memcpy,7942319,650.86
10,boom21-small,memcpy,7942319,652.6
10,boom21-small,memcpy,7942319,409.0
10,boom21-small,memcpy,7942319,560.68
10,boom21-small,memcpy,7942319,675.16
10,boom21-small,memcpy,7942319,555.13
10,boom21-small,memcpy,7942319,334.97
10,boom21-small,memcpy,7942319,334.12
10,boom21-small,memcpy,7942319,335.1
10,boom21-small,memcpy,7942319,329.68
10,boom21-small,memcpy,7942319,329.74
10,boom21-small,memcpy,7942319,344.46
10,boom21-small,memcpy,7942319,403.54
10,boom21-small,memcpy,7942319,610.22
10,boom21-small,memcpy,7942319,339.15
10,boom21-small,memcpy,7942319,390.36
10,boom21-small,memcpy,7942319,377.52
10,boom21-small,memcpy,7942319,602.24
10,boom21-small,memcpy,7942319,339.23
10,boom21-small,memcpy,7942319,630.22
10,boom21-small,memcpy,7942319,358.53
10,boom21-small,qsort,1287415,108.74
10,boom21-small,qsort,1287415,101.96
10,boom21-small,qsort,1287415,68.61
10,boom21-small,qsort,1287415,64.18
10,boom21-small,qsort,1287415,95.09
10,boom21-small,qsort,1287415,107.63
10,boom21-small,qsort,1287415,93.58
10,boom21-small,qsort,1287415,108.05
10,boom21-small,qsort,1287415,68.48
10,boom21-small,qsort,1287415,117.37
10,boom21-small,qsort,1287415,125.51
10,boom21-small,qsort,1287415,117.72
10,boom21-small,qsort,1287415,70.66
10,boom21-small,qsort,1287415,102.79
10,boom21-small,qsort,1287415,137.6
10,boom21-small,qsort,1287415,86.95
10,boom21-small,qsort,1287415,102.17
10,boom21-small,qsort,1287415,131.12
10,boom21-small,qsort,1287415,88.04
10,boom21-small,qsort,1287415,116.2
10,boom21-small,qsort,1287415,69.05
10,boom21-small,qsort,1287415,123.1
10,boom21-small,qsort,1287415,128.06
10,boom21-small,qsort,1287415,120.81
10,boom21-small,qsort,1287415,84.36
10,boom21-small,qsort,1287415,129.52
10,boom21-small,qsort,1287415,129.98
10,boom21-small,qsort,1287415,119.27
10,boom21-small,qsort,1287415,61.57
10,boom21-small,qsort,1287415,61.51
10,boom21-small,qsort,1287415,64.49
10,boom21-small,qsort,1287415,85.2
10,boom21-small,qsort,1287415,61.6
10,boom21-small,qsort,1287415,60.94
10,boom21-small,qsort,1287415,63.63
10,boom21-small,qsort,1287415,67.11
10,boom21-small,qsort,1287415,104.77
10,boom21-small,qsort,1287415,102.76
10,boom21-small,qsort,1287415,65.74
10,boom21-small,qsort,1287415,62.59
10,boom21-small,qsort,1287415,63.3
10,boom21-small,qsort,1287415,85.35
10,boom21-small,qsort,1287415,82.84
10,rocket21-1c,memcpy,6554527,91.83
10,rocket21-1c,memcpy,6554527,140.24
10,rocket21-1c,memcpy,6554527,130.1
10,rocket21-1c,memcpy,6554527,124.65
10,rocket21-1c,memcpy,6554527,91.2
10,rocket21-1c,memcpy,6554527,94.9
10,rocket21-1c,memcpy,6554527,154.16
10,rocket21-1c,memcpy,6554527,129.93
10,rocket21-1c,memcpy,6554527,130.24
10,rocket21-1c,memcpy,6554527,117.89
10,rocket21-1c,memcpy,6554527,148.35
10,rocket21-1c,memcpy,6554527,128.4
10,rocket21-1c,memcpy,6554527,157.73
10,rocket21-1c,memcpy,6554527,108.55
10,rocket21-1c,memcpy,6554527,165.86
10,rocket21-1c,memcpy,6554527,169.45
10,rocket21-1c,memcpy,6554527,171.79
10,rocket21-1c,memcpy,6554527,140.41
10,rocket21-1c,memcpy,6554527,97.42
10,rocket21-1c,memcpy,6554527,94.13
10,rocket21-1c,memcpy,6554527,109.82
10,rocket21-1c,memcpy,6554527,150.35
10,rocket21-1c,memcpy,6554527,147.33
10,rocket21-1c,memcpy,6554527,157.23
10,rocket21-1c,memcpy,6554527,103.0
10,rocket21-1c,memcpy,6554527,130.6
10,rocket21-1c,memcpy,6554527,168.34
10,rocket21-1c,memcpy,6554527,163.11
10,rocket21-1c,memcpy,6554527,88.13
10,rocket21-1c,memcpy,6554527,87.3
10,rocket21-1c,memcpy,6554527,88.45
10,rocket21-1c,memcpy,6554527,92.03
10,rocket21-1c,memcpy,6554527,92.33
10,rocket21-1c,memcpy,6554527,89.58
10,rocket21-1c,memcpy,6554527,89.12
10,rocket21-1c,memcpy,6554527,105.26
10,rocket21-1c,memcpy,6554527,104.55
10,rocket21-1c,memcpy,6554527,104.69
10,rocket21-1c,memcpy,6554527,106.23
10,rocket21-1c,memcpy,6554527,91.96
10,rocket21-1c,memcpy,6554527,127.32
10,rocket21-1c,memcpy,6554527,102.19
10,rocket21-1c,memcpy,6554527,109.56
10,rocket21-1c,qsort,793459,20.84
10,rocket21-1c,qsort,793459,19.69
10,rocket21-1c,qsort,793459,19.18
10,rocket21-1c,qsort,793459,22.46
10,rocket21-1c,qsort,793459,18.83
10,rocket21-1c,qsort,793459,19.47
10,rocket21-1c,qsort,793459,11.1
10,rocket21-1c,qsort,793459,11.28
10,rocket21-1c,qsort,793459,18.62
10,rocket21-1c,qsort,793459,19.63
10,rocket21-1c,qsort,793459,22.29
10,rocket21-1c,qsort,793459,19.36
10,rocket21-1c,qsort,793459,19.97
10,rocket21-1c,qsort,793459,11.25
10,rocket21-1c,qsort,793459,20.6
10,rocket21-1c,qsort,793459,21.25
10,rocket21-1c,qsort,793459,20.16
10,rocket21-1c,qsort,793459,19.53
10,rocket21-1c,qsort,793459,18.33
10,rocket21-1c,qsort,793459,16.89
10,rocket21-1c,qsort,793459,20.05
10,rocket21-1c,qsort,793459,19.8
10,rocket21-1c,qsort,793459,11.56
10,rocket21-1c,qsort,793459,11.39
10,rocket21-1c,qsort,793459,20.63
10,rocket21-1c,qsort,793459,19.86
10,rocket21-1c,qsort,793459,20.5
10,rocket21-1c,qsort,793459,20.27
10,rocket21-1c,qsort,793459,11.07
10,rocket21-1c,qsort,793459,11.31
10,rocket21-1c,qsort,793459,11.2
10,rocket21-1c,qsort,793459,10.93
10,rocket21-1c,qsort,793459,15.38
10,rocket21-1c,qsort,793459,11.26
10,rocket21-1c,qsort,793459,11.11
10,rocket21-1c,qsort,793459,21.73
10,rocket21-1c,qsort,793459,11.19
10,rocket21-1c,qsort,793459,19.64
10,rocket21-1c,qsort,793459,19.24
10,rocket21-1c,qsort,793459,20.67
10,rocket21-1c,qsort,793459,11.25
10,rocket21-1c,qsort,793459,18.34
10,rocket21-1c,qsort,793459,20.58
10,rocket21-2c,memcpy,4660831,150.34
10,rocket21-2c,memcpy,4660831,118.29
10,rocket21-2c,memcpy,4660831,192.0
10,rocket21-2c,memcpy,4660831,164.74
10,rocket21-2c,memcpy,4660831,178.65
10,rocket21-2c,memcpy,4660831,144.17
10,rocket21-2c,memcpy,4660831,103.22
10,rocket21-2c,memcpy,4660831,175.78
10,rocket21-2c,memcpy,4660831,197.42
10,rocket21-2c,memcpy,4660831,196.97
10,rocket21-2c,memcpy,4660831,105.01
10,rocket21-2c,memcpy,4660831,105.74
10,rocket21-2c,memcpy,4660831,158.3
10,rocket21-2c,memcpy,4660831,108.02
10,rocket21-2c,memcpy,4660831,203.83
10,rocket21-2c,memcpy,4660831,207.29
10,rocket21-2c,memcpy,4660831,164.24
10,rocket21-2c,memcpy,4660831,159.77
10,rocket21-2c,memcpy,4660831,110.71
10,rocket21-2c,memcpy,4660831,208.33
10,rocket21-2c,memcpy,4660831,196.59
10,rocket21-2c,memcpy,4660831,109.11
10,rocket21-2c,memcpy,4660831,200.56
10,rocket21-2c,memcpy,4660831,164.49
10,rocket21-2c,memcpy,4660831,204.86
10,rocket21-2c,memcpy,4660831,200.31
10,rocket21-2c,memcpy,4660831,179.92
10,rocket21-2c,memcpy,4660831,206.87
10,rocket21-2c,memcpy,4660831,100.49
10,rocket21-2c,memcpy,4660831,100.88
10,rocket21-2c,memcpy,4660831,100.43
10,rocket21-2c,memcpy,4660831,102.15
10,rocket21-2c,memcpy,4660831,146.13
10,rocket21-2c,memcpy,4660831,100.95
10,rocket21-2c,memcpy,4660831,100.31
10,rocket21-2c,memcpy,4660831,118.98
10,rocket21-2c,memcpy,4660831,102.49
10,rocket21-2c,memcpy,4660831,106.42
10,rocket21-2c,memcpy,4660831,189.62
10,rocket21-2c,memcpy,4660831,150.58
10,rocket21-2c,memcpy,4660831,102.11
10,rocket21-2c,memcpy,4660831,193.13
10,rocket21-2c,memcpy,4660831,103.16
10,rocket21-2c,qsort,794619,16.15
10,rocket21-2c,qsort,794619,30.61
10,rocket21-2c,qsort,794619,31.0
10,rocket21-2c,qsort,794619,16.25
10,rocket21-2c,qsort,794619,29.45
10,rocket21-2c,qsort,794619,30.66
10,rocket21-2c,qsort,794619,31.37
10,rocket21-2c,qsort,794619,30.36
10,rocket21-2c,qsort,794619,32.15
10,rocket21-2c,qsort,794619,31.81
10,rocket21-2c,qsort,794619,29.81
10,rocket21-2c,qsort,794619,30.65
10,rocket21-2c,qsort,794619,31.62
10,rocket21-2c,qsort,794619,31.67
10,rocket21-2c,qsort,794619,30.26
10,rocket21-2c,qsort,794619,28.3
10,rocket21-2c,qsort,794619,18.67
10,rocket21-2c,qsort,794619,35.42
10,rocket21-2c,qsort,794619,19.61
10,rocket21-2c,qsort,794619,25.36
10,rocket21-2c,qsort,794619,17.09
10,rocket21-2c,qsort,794619,31.13
10,rocket21-2c,qsort,794619,16.78
10,rocket21-2c,qsort,794619,26.92
10,rocket21-2c,qsort,794619,21.47
10,rocket21-2c,qsort,794619,31.69
10,rocket21-2c,qsort,794619,30.35
10,rocket21-2c,qsort,794619,31.52
10,rocket21-2c,qsort,794619,16.19
10,rocket21-2c,qsort,794619,16.36
10,rocket21-2c,qsort,794619,16.46
10,rocket21-2c,qsort,794619,15.88
10,rocket21-2c,qsort,794619,22.24
10,rocket21-2c,qsort,794619,16.02
10,rocket21-2c,qsort,794619,22.82
10,rocket21-2c,qsort,794619,16.71
10,rocket21-2c,qsort,794619,28.09
10,rocket21-2c,qsort,794619,16.58
10,rocket21-2c,qsort,794619,32.38
10,rocket21-2c,qsort,794619,30.76
10,rocket21-2c,qsort,794619,19.06
10,rocket21-2c,qsort,794619,17.02
10,rocket21-2c,qsort,794619,25.57
2,boom21-2large,qsort,1039419,407.56
2,boom21-2large,qsort,1039419,349.33
2,boom21-2large,qsort,1039419,335.39
2,boom21-2large,qsort,1039419,375.56
2,boom21-2large,qsort,1039419,348.88
2,boom21-2large,qsort,1039419,354.07
2,boom21-2large,qsort,1039419,362.58
2,boom21-2large,qsort,1039419,430.35
2,boom21-2large,qsort,1039419,358.3
2,boom21-2large,qsort,1039419,368.08
2,boom21-2large,qsort,1039419,348.81
2,boom21-2large,qsort,1039419,353.1
2,boom21-2large,qsort,1039419,509.17
2,boom21-2large,qsort,1039419,380.07
2,boom21-2large,qsort,1039419,473.71
